id,submitdate,lastpage,datestamp,name,value
2,NA,1,2023-03-21T14:27:38Z,G09Q00,NA
2,NA,1,2023-03-21T14:27:38Z,G09Q01,NA
2,NA,1,2023-03-21T14:27:38Z,G09Q02,NA
2,NA,1,2023-03-21T14:27:38Z,G09Q03[SQ001],NA
2,NA,1,2023-03-21T14:27:38Z,G09Q03[SQ002],NA
2,NA,1,2023-03-21T14:27:38Z,G09Q03[SQ003],NA
2,NA,1,2023-03-21T14:27:38Z,G09Q04,NA
2,NA,1,2023-03-21T14:27:38Z,G10Q00,NA
2,NA,1,2023-03-21T14:27:38Z,G10Q01,NA
2,NA,1,2023-03-21T14:27:38Z,G10Q02,NA
2,NA,1,2023-03-21T14:27:38Z,G10Q03[SQ001],NA
2,NA,1,2023-03-21T14:27:38Z,G10Q03[SQ002],NA
2,NA,1,2023-03-21T14:27:38Z,G10Q03[SQ003],NA
2,NA,1,2023-03-21T14:27:38Z,G10Q04,NA
2,NA,1,2023-03-21T14:27:38Z,G12Q01,NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q00,NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q01,NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q02,NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q03[SQ001],NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q03[SQ002],NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q03[SQ003],NA
3,NA,NA,2023-03-21T14:58:34Z,G09Q04,NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q00,NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q01,NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q02,NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q03[SQ001],NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q03[SQ002],NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q03[SQ003],NA
3,NA,NA,2023-03-21T14:58:34Z,G10Q04,NA
3,NA,NA,2023-03-21T14:58:34Z,G12Q01,NA
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q00,Option 2 -
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q01,Option 2
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q02,Data  for Trametinib in HRAS mutant cancer are not backed by clinical evidence
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q03[SQ001],10 (extremely likely)
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q03[SQ002],1
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q03[SQ003],10 (extremely likely)
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G09Q04,NA
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q00,"Afatinib,dacomitinib, osimertinib"
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q01,Option 2
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q02,first generation EGFR TKI  such as Erlotinib are not an option within current treatment standards
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q03[SQ001],8
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q03[SQ002],1
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q03[SQ003],1
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G10Q04,no
4,2023-03-21T15:08:31Z,4,2023-03-21T15:08:31Z,G12Q01,NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q00,NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q01,NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q02,NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q03[SQ001],NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q03[SQ002],NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q03[SQ003],NA
5,NA,NA,2023-03-21T15:23:13Z,G09Q04,NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q00,NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q01,NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q02,NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q03[SQ001],NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q03[SQ002],NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q03[SQ003],NA
5,NA,NA,2023-03-21T15:23:13Z,G10Q04,NA
5,NA,NA,2023-03-21T15:23:13Z,G12Q01,NA
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q00,option 2
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q01,Option 2
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q02,recommendations based on clinical evidence from trials
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q03[SQ001],10 (extremely likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q03[SQ002],0 (not at all likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q03[SQ003],10 (extremely likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G09Q04,e.g. treatment recommendations for TP53 VUS very unlikely coming from MTB
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q00,option 2
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q01,Option 2
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q02,recommendations based on clinical evidence from trials
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q03[SQ001],10 (extremely likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q03[SQ002],0 (not at all likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q03[SQ003],10 (extremely likely)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G10Q04,option 1: very strange citations (e.g. soil erosion)
6,2023-03-21T16:30:20Z,4,2023-03-21T16:30:20Z,G12Q01,NA
7,NA,1,2023-03-21T16:12:29Z,G09Q00,NA
7,NA,1,2023-03-21T16:12:29Z,G09Q01,NA
7,NA,1,2023-03-21T16:12:29Z,G09Q02,NA
7,NA,1,2023-03-21T16:12:29Z,G09Q03[SQ001],NA
7,NA,1,2023-03-21T16:12:29Z,G09Q03[SQ002],NA
7,NA,1,2023-03-21T16:12:29Z,G09Q03[SQ003],NA
7,NA,1,2023-03-21T16:12:29Z,G09Q04,NA
7,NA,1,2023-03-21T16:12:29Z,G10Q00,NA
7,NA,1,2023-03-21T16:12:29Z,G10Q01,NA
7,NA,1,2023-03-21T16:12:29Z,G10Q02,NA
7,NA,1,2023-03-21T16:12:29Z,G10Q03[SQ001],NA
7,NA,1,2023-03-21T16:12:29Z,G10Q03[SQ002],NA
7,NA,1,2023-03-21T16:12:29Z,G10Q03[SQ003],NA
7,NA,1,2023-03-21T16:12:29Z,G10Q04,NA
7,NA,1,2023-03-21T16:12:29Z,G12Q01,NA
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q00,"Option 2
Pembrolizumab
Alpelisib"
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q01,Option 2
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q02,"Only here, the mentioned annotations refer to relevant clinical trials."
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q03[SQ001],10 (extremely likely)
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q03[SQ002],1
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q03[SQ003],7
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G09Q04,"In Option 1 there is almost no connection between the references and the molecular alterations, but a lot of references are given, most are irrelevant for the case.
Option 2 is a comprehensive composition of evidence for the given treatment options, similar to what I know from usual molecular tumor boards."
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q00,"Option 2
Afatinib"
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q01,Option 2
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q02,Evidence and references fit to mentioned therapy options.
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q03[SQ001],10 (extremely likely)
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q03[SQ002],3
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q03[SQ003],5
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G10Q04,"Option 1: References are not connected to treatment options or case. Instead, there is a long list of clinical trials given.
Option 3: No evidence is provided."
8,2023-03-22T12:48:45Z,4,2023-03-22T12:48:45Z,G12Q01,NA
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q00,"Option 2. However, several treatment options are also relevant for options 1 and 2 (e.g. option 1, alpelisib, androgen deprivation therapy which is not named for option 2 but probably relevant for the high co-occurrence of AR and HRAS/PIK3CA-mutations), even though most cited PMID and NCT numbers are not relevant."
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q01,Option 2
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q02,"Relevant studies used, TMB identified as a predictive biomarker"
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q03[SQ001],9
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q03[SQ002],2
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q03[SQ003],9
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G09Q04,irrelevant PMID and clinical trial numbers cited for options 1 and 3. Option 2 overall most usable
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q00,Option 2. Option 1 names many relevant treatment strategies but PMID and NCT numbers are way off. Option 3 also identifies relevant drugs but does not cite studies.
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q01,Option 2
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q02,relevant drugs and studies named in option 2. Citations and NCTs do not make sense for options 1 and 3
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q03[SQ001],9
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q03[SQ002],1
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q03[SQ003],9
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G10Q04,see above
9,2023-03-22T15:44:35Z,4,2023-03-22T15:44:35Z,G12Q01,NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q00,NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q01,NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q02,NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q03[SQ001],NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q03[SQ002],NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q03[SQ003],NA
10,NA,NA,2023-03-23T16:31:00Z,G09Q04,NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q00,NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q01,NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q02,NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q03[SQ001],NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q03[SQ002],NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q03[SQ003],NA
10,NA,NA,2023-03-23T16:31:00Z,G10Q04,NA
10,NA,NA,2023-03-23T16:31:00Z,G12Q01,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q00,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q01,Option 2
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q02,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q03[SQ001],9
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q03[SQ002],0 (not at all likely)
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q03[SQ003],9
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G09Q04,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q00,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q01,Option 2
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q02,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q03[SQ001],9
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q03[SQ002],0 (not at all likely)
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q03[SQ003],9
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G10Q04,NA
11,2023-03-23T16:44:44Z,4,2023-03-23T16:44:44Z,G12Q01,Why don`t we present previous cases to the AI systems and compare what their results will recommend? I think this would be more imformative: Compare realworld (gold standard) with AI.
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q00,"Option 2 is in general useful: Tipifarnib for HRAS, Alpelisib for PIK3CA and Pembrolizumab for TMB high."
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q01,Option 2
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q02,It best reflects the current clinical data in regard to the identified mutations. Also it recommend Pembrolizumab for TMB high.
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q03[SQ001],9
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q03[SQ002],2
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q03[SQ003],6
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G09Q04,"Option 1 and Option 3 are recommending drugs for both Variants of Unkown Significance (VUS; TP53 and KMT2C), so they are likely AI chatbot generated."
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q00,Option-2 is useful.
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q01,Option 2
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q02,EGFR-Mutations and resistance are correctly addressed by EGFR inhibitors Afatinib and Osimertinib.
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q03[SQ001],8
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q03[SQ002],2
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q03[SQ003],9
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G10Q04,"Option-1 is also including many clinical trial options, while some apply for different tumor types. Option-3 does not provide any references."
12,2023-03-25T13:51:41Z,4,2023-03-25T13:51:41Z,G12Q01,NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q00,NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q01,NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q02,NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q03[SQ001],NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q03[SQ002],NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q03[SQ003],NA
13,NA,NA,2023-03-28T14:48:22Z,G05Q04,NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q00,NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q01,NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q02,NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q03[SQ001],NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q03[SQ002],NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q03[SQ003],NA
13,NA,NA,2023-03-28T14:48:22Z,G06Q04,NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q00,NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q01,NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q02,NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q03[SQ001],NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q03[SQ002],NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q03[SQ003],NA
13,NA,NA,2023-03-28T14:48:22Z,G07Q04,NA
13,NA,NA,2023-03-28T14:48:22Z,G12Q01,NA
14,NA,1,2023-03-28T15:00:16Z,G05Q00,NA
14,NA,1,2023-03-28T15:00:16Z,G05Q01,NA
14,NA,1,2023-03-28T15:00:16Z,G05Q02,NA
14,NA,1,2023-03-28T15:00:16Z,G05Q03[SQ001],NA
14,NA,1,2023-03-28T15:00:16Z,G05Q03[SQ002],NA
14,NA,1,2023-03-28T15:00:16Z,G05Q03[SQ003],NA
14,NA,1,2023-03-28T15:00:16Z,G05Q04,NA
14,NA,1,2023-03-28T15:00:16Z,G06Q00,NA
14,NA,1,2023-03-28T15:00:16Z,G06Q01,NA
14,NA,1,2023-03-28T15:00:16Z,G06Q02,NA
14,NA,1,2023-03-28T15:00:16Z,G06Q03[SQ001],NA
14,NA,1,2023-03-28T15:00:16Z,G06Q03[SQ002],NA
14,NA,1,2023-03-28T15:00:16Z,G06Q03[SQ003],NA
14,NA,1,2023-03-28T15:00:16Z,G06Q04,NA
14,NA,1,2023-03-28T15:00:16Z,G07Q00,NA
14,NA,1,2023-03-28T15:00:16Z,G07Q01,NA
14,NA,1,2023-03-28T15:00:16Z,G07Q02,NA
14,NA,1,2023-03-28T15:00:16Z,G07Q03[SQ001],NA
14,NA,1,2023-03-28T15:00:16Z,G07Q03[SQ002],NA
14,NA,1,2023-03-28T15:00:16Z,G07Q03[SQ003],NA
14,NA,1,2023-03-28T15:00:16Z,G07Q04,NA
14,NA,1,2023-03-28T15:00:16Z,G12Q01,NA
15,NA,3,2023-03-28T15:19:46Z,G05Q00,"EGFR inhibition, especially in combination with TKIs due to concurrent MET amplification"
15,NA,3,2023-03-28T15:19:46Z,G05Q01,Option 3
15,NA,3,2023-03-28T15:19:46Z,G05Q02,EGFRi + TKI
15,NA,3,2023-03-28T15:19:46Z,G05Q03[SQ001],5
15,NA,3,2023-03-28T15:19:46Z,G05Q03[SQ002],10 (extremely likely)
15,NA,3,2023-03-28T15:19:46Z,G05Q03[SQ003],2
15,NA,3,2023-03-28T15:19:46Z,G05Q04,"For example, the LAURA trial has nothing to do with tp53 mutations but rather investigates the effectiveness of Osimertinib following chemoradiation in patients with stage III unresectable EGFR mutation-positive NSCLC"
15,NA,3,2023-03-28T15:19:46Z,G06Q00,NA
15,NA,3,2023-03-28T15:19:46Z,G06Q01,NA
15,NA,3,2023-03-28T15:19:46Z,G06Q02,NA
15,NA,3,2023-03-28T15:19:46Z,G06Q03[SQ001],NA
15,NA,3,2023-03-28T15:19:46Z,G06Q03[SQ002],NA
15,NA,3,2023-03-28T15:19:46Z,G06Q03[SQ003],NA
15,NA,3,2023-03-28T15:19:46Z,G06Q04,NA
15,NA,3,2023-03-28T15:19:46Z,G07Q00,NA
15,NA,3,2023-03-28T15:19:46Z,G07Q01,NA
15,NA,3,2023-03-28T15:19:46Z,G07Q02,NA
15,NA,3,2023-03-28T15:19:46Z,G07Q03[SQ001],NA
15,NA,3,2023-03-28T15:19:46Z,G07Q03[SQ002],NA
15,NA,3,2023-03-28T15:19:46Z,G07Q03[SQ003],NA
15,NA,3,2023-03-28T15:19:46Z,G07Q04,NA
15,NA,3,2023-03-28T15:19:46Z,G12Q01,NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q00,NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q01,NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q02,NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q03[SQ001],NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q03[SQ002],NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q03[SQ003],NA
16,NA,NA,2023-03-28T17:53:52Z,G05Q04,NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q00,NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q01,NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q02,NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q03[SQ001],NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q03[SQ002],NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q03[SQ003],NA
16,NA,NA,2023-03-28T17:53:52Z,G06Q04,NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q00,NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q01,NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q02,NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q03[SQ001],NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q03[SQ002],NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q03[SQ003],NA
16,NA,NA,2023-03-28T17:53:52Z,G07Q04,NA
16,NA,NA,2023-03-28T17:53:52Z,G12Q01,NA
17,NA,1,2023-03-28T17:56:33Z,G05Q00,NA
17,NA,1,2023-03-28T17:56:33Z,G05Q01,NA
17,NA,1,2023-03-28T17:56:33Z,G05Q02,NA
17,NA,1,2023-03-28T17:56:33Z,G05Q03[SQ001],NA
17,NA,1,2023-03-28T17:56:33Z,G05Q03[SQ002],NA
17,NA,1,2023-03-28T17:56:33Z,G05Q03[SQ003],NA
